Date,Close,High,Low,Open,Volume
2024-12-23,2074.862548828125,2115.7062997893086,2058.5250484436515,2107.5375495970716,49626700.0
2024-12-24,2050.3564453125,2132.0439530938743,2050.3564453125,2074.8626976469122,70990000.0
2024-12-25,2050.3564453125,2132.0439530938743,2050.3564453125,2074.8626976469122,70990000.0
2024-12-26,2050.3564453125,2132.0439530938743,2050.3564453125,2074.8626976469122,70990000.0
2024-12-27,2074.862548828125,2074.862548828125,2034.0187978669414,2066.693798635888,64253200.0
2024-12-30,2071.861572265625,2105.9662895045653,2054.809213646155,2080.38775157536,75087400.0
2024-12-31,2071.861572265625,2105.9662895045653,2054.809213646155,2080.38775157536,75087400.0
2025-01-01,2071.861572265625,2105.9662895045653,2054.809213646155,2080.38775157536,75087400.0
2025-01-02,2157.123291015625,2165.649470031497,2071.8615008569045,2080.3876798727765,64116400.0
2025-01-03,2097.43994140625,2199.754084889482,2088.9137627826476,2157.1231917714686,76328900.0
2025-01-06,2029.2305908203125,2114.4923803505776,2029.2305908203125,2105.9662013975512,49081900.0
2025-01-07,2105.96630859375,2114.492487980769,1978.0736177884614,2029.230694110577,67782800.0
2025-01-08,2046.282958984375,2148.5971069335938,2046.282958984375,2105.9662119547525,61062900.0
2025-01-09,1995.1258544921875,2071.8614642803486,1995.1258544921875,2063.335285414997,45892800.0
2025-01-10,1978.073486328125,2037.756738070784,1978.073486328125,2012.1782016096445,62624200.0
2025-01-13,2003.652099609375,2037.7568161984707,1961.021203873005,1986.599741314827,74767000.0
2025-01-14,2012.17822265625,2063.3352961136125,2012.17822265625,2029.2305804753707,60111900.0
2025-01-15,2046.282958984375,2071.8614959716797,2012.178243001302,2029.2306009928384,64611600.0
2025-01-16,2054.80908203125,2105.966154612941,2046.282903267635,2063.335260794865,64925500.0
2025-01-17,2046.282958984375,2071.8614959716797,2012.178243001302,2063.335316975911,42754800.0
2025-01-20,2003.652099609375,2063.3353536402924,2003.6520996093748,2046.2829953457447,45514100.0
2025-01-21,1969.54736328125,2020.7044376521917,1969.54736328125,2012.178258590368,48624800.0
2025-01-22,1978.073486328125,2003.6520227892647,1978.073486328125,1986.599665148505,38370100.0
2025-01-23,1995.1258544921875,2037.7567488189436,1969.5473178961338,1986.5996756268362,89773300.0
2025-01-24,1961.02099609375,2012.178065557065,1943.968639605978,1995.1257090692934,49262300.0
2025-01-27,1961.02099609375,2012.178065557065,1943.968639605978,1995.1257090692934,49262300.0
2025-01-28,1961.02099609375,2012.178065557065,1943.968639605978,1995.1257090692934,49262300.0
2025-01-29,1961.02099609375,2012.178065557065,1943.968639605978,1995.1257090692934,49262300.0
2025-01-30,1961.02099609375,1978.0733525815217,1918.3901048743205,1969.5471743376359,69364100.0
2025-01-31,1986.5997314453125,1995.1259105502281,1952.4950150256504,1969.5473732354815,28461600.0
2025-02-03,1969.54736328125,1986.5997214048973,1926.916467972132,1978.0735423430735,41039600.0
2025-02-04,1986.5997314453125,2020.7044478649746,1952.4950150256504,1969.5473732354815,40429000.0
2025-02-05,2012.17822265625,2037.7567593849312,1978.0735070180085,2037.7567593849312,44623600.0
2025-02-06,1952.4949951171875,2020.7044272610192,1926.9164580632505,2012.1782482430403,25004000.0
2025-02-07,1935.442626953125,1952.4949848998485,1901.337911059678,1952.4949848998485,31794100.0
2025-02-10,1884.2855224609375,1935.4425954689268,1875.7593436262728,1935.4425954689268,40513300.0
2025-02-11,1833.12841796875,1892.8116687863371,1807.5498819040697,1884.2854900981106,55581600.0
2025-02-12,1909.8641357421875,1926.9164940970284,1824.6023439679827,1833.128523145403,51489500.0
2025-02-13,1884.2855224609375,1918.3902377995971,1867.2331647916078,1909.8640589649322,25864900.0
2025-02-14,1909.8641357421875,1909.8641357421875,1875.7594190325055,1892.8117773873464,25653500.0
2025-02-17,1943.9688720703125,1961.021230597245,1884.2856172260485,1909.8641550164473,26585800.0
2025-02-18,1926.91650390625,1961.0212207895465,1918.3903246854259,1943.9688623478983,31548300.0
2025-02-19,1918.39013671875,1952.4948502604166,1884.2854231770832,1935.4424934895833,30930100.0
2025-02-20,1875.75927734375,1918.3901700106533,1867.2330988103693,1918.3901700106533,51774500.0
2025-02-21,1858.70703125,1909.864105504587,1858.70703125,1875.7593893348624,34827700.0
2025-02-24,1867.2332763671875,1892.8118143996146,1833.1285589906179,1858.707097023045,25614100.0
2025-02-25,1790.49755859375,1867.233168247768,1773.4452008928572,1858.7069893973214,42874400.0
2025-02-26,1799.0238037109375,1833.1285203689647,1773.4452662174172,1799.0238037109375,34974000.0
2025-02-27,1764.9189453125,1833.1283731506642,1747.8665883529588,1816.076016191123,42563900.0
2025-02-28,1764.9189453125,1790.4974807518115,1713.7618744338768,1764.9189453125,67351500.0
2025-03-03,1747.86669921875,1799.0237733422257,1713.761983136433,1790.4975943216464,71978900.0
2025-03-04,1628.500244140625,1756.3929334710406,1598.6586166301947,1739.3405748936518,136834400.0
2025-03-05,1619.9739990234375,1658.3418042634662,1590.1323727256372,1628.5001779656661,143028000.0
2025-03-06,1747.86669921875,1764.9190572599086,1671.1310880335366,1671.1310880335366,144894100.0
2025-03-07,1705.23583984375,1756.3929150390625,1696.7096606445311,1747.8667358398436,69663600.0
2025-03-10,1632.76318359375,1747.8665934032313,1619.973915837141,1730.8142363944191,94510000.0
2025-03-11,1577.3431396484375,1628.5002144478462,1556.0276918153504,1628.5002144478462,98574500.0
2025-03-12,1577.3431396484375,1585.8693187816723,1543.2384231154983,1577.3431396484375,69711900.0
2025-03-13,1590.13232421875,1598.658502900888,1551.7645201491287,1577.3430561955429,70322500.0
2025-03-14,1543.23828125,1585.8691729972377,1534.7121029005525,1581.606083822514,61848900.0
2025-03-17,1547.50146484375,1556.0276437134125,1504.8705704954373,1543.2383754089187,65129900.0
2025-03-18,1530.4490966796875,1551.7645437086526,1432.3980403464484,1547.5014543028594,92897100.0
2025-03-19,1534.7122802734375,1543.23845960829,1496.3444732666017,1526.186100938585,58040000.0
2025-03-20,1534.7122802734375,1585.8693562825522,1521.9230112711589,1543.23845960829,76898500.0
2025-03-21,1534.7122802734375,1538.9753699408636,1487.8182939317492,1534.7122802734375,72314800.0
2025-03-24,1492.081298828125,1526.1860142299108,1449.450404575893,1526.1860142299108,64307500.0
2025-03-25,1487.8182373046875,1487.8182373046875,1457.9766107684904,1470.7658792840034,42868900.0
2025-03-26,1568.81689453125,1577.3430733058763,1492.0812855596128,1496.3443749469259,58511800.0
2025-03-27,1573.0799560546875,1573.0799560546875,1538.975241560277,1568.8168667428863,40781500.0
2025-03-28,1573.0799560546875,1573.0799560546875,1538.975241560277,1568.8168667428863,40781500.0
2025-03-31,1573.0799560546875,1573.0799560546875,1538.975241560277,1568.8168667428863,40781500.0
2025-04-01,1573.0799560546875,1573.0799560546875,1538.975241560277,1568.8168667428863,40781500.0
2025-04-02,1573.0799560546875,1573.0799560546875,1538.975241560277,1568.8168667428863,40781500.0
2025-04-03,1573.0799560546875,1573.0799560546875,1538.975241560277,1568.8168667428863,40781500.0
2025-04-04,1573.0799560546875,1573.0799560546875,1538.975241560277,1568.8168667428863,40781500.0
2025-04-07,1573.0799560546875,1573.0799560546875,1538.975241560277,1568.8168667428863,40781500.0
2025-04-08,1402.556396484375,1470.7658261006366,1364.188592325228,1470.7658261006366,141027600.0
2025-04-09,1406.819580078125,1445.1873868075286,1368.4517733487216,1398.2934008049242,86056100.0
2025-04-10,1449.450439453125,1487.8182452033548,1445.1873499253218,1475.0289766199448,83847100.0
2025-04-11,1462.2396240234375,1470.7658025891717,1419.6087311947658,1445.1872668919689,50787600.0
2025-04-14,1504.87060546875,1521.922963604373,1462.239710129692,1466.5027996635977,67488800.0
2025-04-15,1534.7122802734375,1560.2908182779947,1500.6075629340278,1513.3968319363064,76449300.0
2025-04-16,1534.7122802734375,1573.0800872802733,1521.9230112711589,1543.23845960829,93203900.0
2025-04-17,1534.7122802734375,1543.23845960829,1509.1337422688803,1534.7122802734375,57545300.0
2025-04-18,1534.7122802734375,1543.23845960829,1509.1337422688803,1534.7122802734375,57545300.0
2025-04-21,1538.975341796875,1551.7646105652702,1530.449162617945,1534.71225220741,34104500.0
2025-04-22,1602.921630859375,1624.2370780782496,1530.449110315201,1543.238378646526,121770200.0
2025-04-23,1577.3431396484375,1637.026393581081,1568.8169605152027,1624.2371248812287,71378400.0
2025-04-24,1598.6585693359375,1628.5001959635417,1577.3431217447917,1585.86930078125,75456400.0
2025-04-25,1602.921630859375,1615.7108991906998,1594.395451971825,1602.921630859375,52602900.0
2025-04-28,1619.9739990234375,1645.5525358501234,1598.6585516678658,1611.4478200812089,58310900.0
2025-04-29,1619.9739990234375,1632.7632674367803,1615.710909552323,1624.2370884945517,39242200.0
2025-04-30,1619.9739990234375,1641.289446379009,1602.9216411389802,1619.9739990234375,64060100.0
2025-05-01,1619.9739990234375,1641.289446379009,1602.9216411389802,1619.9739990234375,64060100.0
